Nama Resto,alamat,daerah,buka_tutup,jam_buka,jam_tutup,harga_semua,harga_awal,harga_akhir,rata_rata,rating,telepon,tipe,menu,review 
The Harvest,"Jl. Panjang No. 19, Kebon Jeruk, Jakarta Barat",Jakarta Barat,08.00 - 22.00,8:00:00 AM, 22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.0,215309124,Bakery,"Cake, Bread, Pastry, Donut",Apapun yang ada di Harvest semuanya endolita banget aslikkkkk ga peres
Milled Artisan Bakery,"Jl. Palmerah Utara No. 14, Palmerah, Jakarta Barat",Jakarta Barat,07.00 - 22.00,7:00:00 AM, 22.00,10.000  -  50.000,"10.000,00","50.000,00","30.000,00",4.2,,Bakery,"Cake, Bread, Pastry, Donut","Ambiancenya comfy buat nyantai enak banget, sambil baca novel beneran ga berasa waktunya foodnya enak banget"
Holland Bakery,"Jl. Gajah Mada No. 172  -  173, Gajah Mada, Jakarta Barat",Jakarta Barat,07.00 - 22.00,7:00:00 AM, 22.00,10.000  -  50.000,"10.000,00","50.000,00","30.000,00",3.7,2163867867,Bakery,"Cake, Bread, Pastry, Donut",Beli roti tawar kentang disini harganya ga sampe 30k isian 9slice. Lebih suka tawar kentangnya. Enak dimakan polosan gini aja.
Tatei Cafe,"Ruko Food City, No. 22, Green Lake City Jl. West Europe Boulevard, Cengkareng, Jakarta Barat",Jakarta Barat,10.00 - 22.00,10:00:00 AM, 22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.2,81212349883,Café,"Cake, Bread, Pastry, Donut",pas masuk bener-bener manjain mata kafe nya karena konsepnya aesthetic minimalist gitu.
Dancing Goat Coffee Co.,"Ruko Grand Puri Niaga, Blok K6 No. 2P Jl. Puri Kencana Raya, Puri, Jakarta Barat",Jakarta Barat,07.00 - 21.00,7:00:00 AM, 21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.0,2122585133,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Kali ini ngopi di dancing goat lanjut maksi. Pesen iced Copucino nya enak, strong enough, request tanpa gula dan less ice, cukup pekat enak, perpaduan kopi dan susunya pas."
Kopitagram,"Jl. Kasturi No. 22, Tomang, Jakarta Barat",Jakarta Barat,08.00 - 21.00,8:00:00 AM, 21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",3.9,87780774318,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Cabang Tomang ini super homey, kebetulan lokasinya juga hidden di dalam perumahan."
Kopi Janji Jiwa,"Jl. Tanjung Duren Raya No. 55, Tanjung Duren, Jakarta Barat",Jakarta Barat,06.00 - 22.00,6:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.9,81585258646,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich",Rasa kopi nya sangat nikmat sekalee takaran nya pas dengan pelayanan penuh ikhlas
Kitchenette,"St Moritz Mall (Lippo Mall Puri), Lantai Ground Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",Jakarta Barat,10.00 - 22.00,10:00:00 AM, 22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.1,2180600205,Restoran,"Pasta, Pizza, Salad, Sandwich",Salah satu restoran yang homey pas untuk ngobrol bareng teman adalah Kitchenette. Makanan yang aku pesan adalah Penne Bolognese yang menurut aku rasanya pas di lidah.
Sushi Hiro,"Mall Taman Anggrek, Lantai 4 Jl. Letjen S. Parman, Slipi, Jakarta Barat",Jakarta Barat,10.00 - 22.00,10:00:00 AM, 22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.2,215639249,Restoran,"Sushi, Sashimi, Tempura, Ramen",Seperti biasa karena sudah sering jadi mampir coba pesan yang sebelumnya belum pernah pesan. Selalu enak standar disini.
Soto Betawi H. Mamat,"Jl. Mandala Raya No. 10, Tomang, Jakarta Barat",Jakarta Barat,08.00 - 21.00,8:00:00 AM, 21.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.2,2156961595,Restoran,"Soto Betawi, Nasi Uduk, Ayam Goreng, Sambal","Makan siang nan nikmat dgn kuah soto santan yang panas dan potongan daging, babat, kikil yang dioseng. "
Kedai Seni Djakarte,"Taman Fatahillah Jl. Pintu Besar Utara No. 17, Kota, Jakarta Barat",Jakarta Barat,10.00 - 20.00,10:00:00 AM, 20.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.1,81323772128,Café,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam"," Pas mampir ke sini, aku memutuskan untuk mencoba Ayam Geprek Sambal Matah seharga 35k. Menurutku, ini masih terbilang worth it kalau dilihat dari suasana tempatnya dan juga lokasinya yang berada di tempat wisata."
Pondok Mangga Tss,"Jl. Trikora No. 16, Jembatan Lima, Jakarta Barat",Jakarta Barat,16.00 - 24.00,4:00:00 PM, 24.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.2,81218129597,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Kwetiaunya enak, nasi gorengnya enak, bihunnya enak, yg the bestnya, sambelnya! Parahh enak bgt pedes asem gurih."
Babrex,"Krendang Street Food Jl. Krendang Raya No. 48, Jembatan Lima, Jakarta Barat",Jakarta Barat,11.00 - 22.00,11:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.0,8979228942,Restoran,"Pork Ribs, Pork Belly, Nasi Putih, Sambal",Langganan banget kalo lagi kepengen makan babi enak dengan harga miring.
Marugame Udon,"Puri Indah Mall, Lantai 2 Jl. Puri Indah Raya, Puri, Jakarta Barat",Jakarta Barat,10.00 - 22.00,10:00:00 AM, 22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.0,8113483532,Restoran,"Udon, Tempura, Chicken Katsu, Rice Bowl",Menurutku untuk menunya ga pernah ngebosenin sama sekali.
Ramen SeiRock - Ya,"Mall Taman Anggrek, Lantai 1 Jl. Letjen S. Parman, Slipi, Jakarta Barat",Jakarta Barat,10.00 - 22.00,10:00:00 AM, 22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.0,215639131,Restoran,"Ramen, Sushi, Tempura, Donburi",Hampir selalu kesini klo lagi nyari ramen. Kuahnya enak
Nasi Gandul Bu Endang,"Jl. Pesanggrahan No.13, Meruya Utara",Jakarta Barat,08.00 - 22.00,8:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.6,81315782678,PKL,"Nasi Gandul, Empal Daging, Sate Ayam, Sate Kambing","Salah satu tempat makan favorit walaupun biasanya saya tidak pesan nasi gandulnya. Hari ini kepingin nasi gorengnya yang selalu enak, hari ini pesan isi paru dan kikil. "
Empal Gentong Juara,"Jl. Dr. semeru 2 No.14, Petamburan",Jakarta Barat,08.00 - 22.00,8:00:00 AM, 22.00,25.000  -  50.000,"25.000,00","50.000,00","37.500,00",4.0,2122956067,PKL,"Empal Gentong, Nasi Putih, Sate Ayam, Sate Kambing",rasanya memang enaaaaak.. so far dibanding empal gentong lain yg pernah gw coba di jakarta.
Bubur Ayam Alfa,"Ruko Taman Aries, Blok H1 No. 4 Jl. Meruya Ilir, Meruya, Jakarta Barat",Jakarta Barat,17.30 - 22.30,5:30:00 PM, 22.30,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.6,81388130522,PKL,"Bubur Ayam, Bubur Telur Pitan, Bubur Ikan, Bubur Seafood"," Buat rasa oke, cuma emang ciri khas nya bubur ini rasa lada nya kuat banget."
Nasi Uduk Betawi Bang Udin,"Jl. Palmerah Barat No. 25A, Palmerah, Jakarta Barat",Jakarta Barat,16.30 - 23.00,4:30:00 PM, 23.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.2,,PKL,"Nasi Uduk, Ayam Goreng, Sambal, Tempe Orek","Untuk rasanya gue suka! Nasi uduknya wangi, terus jengkolnya gak bau sama sekaliii sumpehh."
Kedai Soto Tangkar & Sate Kuah Daging Sapi Aneka Sari Pak H. Diding,"Jl. Pasar Pagi Lama Los Blok T28 B & C, Kota, Jakarta Barat",Jakarta Barat,07.00 - 22.00,7:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.7,81212262606,PKL,"Soto Tangkar, Sate Kuah Daging Sapi, Nasi Putih, Sambal","ini recommend dan hidden Gems di daerah kota tua sini. Favorit bgt untuk Sate Kuahnya, perpaduan kuah santan yang kuat ditambah dengan rasa smokey dari sate nya. Mantapp"
Cipta Rasa Nasi Ulam Misdjaya,"Jl. Kemenangan III (Toasebio), Glodok, Jakarta Barat",Jakarta Barat,16.00 - 22.00,4:00:00 PM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.3,85691853154,PKL,"Nasi Ulam, Ayam Goreng, Sambal, Tempe Orek",Nah nasi ulamnya ini masih enak kuahnya gurih enak
Soto Mie Puri H.Darjo,"Jl. Kembang Abadi Utama Blok A7 No. 7, Puri, Jakarta Barat",Jakarta Barat,10.30 - 18.00,10:30:00 AM, 18.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.5,81219993585,PKL,"Soto Mie, Nasi Putih, Sate Ayam, Sate Kambing","Cita rasa masih sama enak, gurih, asin nya pas, sambel nya ga terlalu pedas tp ok."
Capital Bakery & Cake,"Jl. Pesanggrahan No. 26, Puri, Jakarta Barat",Jakarta Barat,07.00 - 22.00,7:00:00 AM, 22.00,15.000  -  200.000,"15.000,00","200.000,00","107.500,00",3.8,2158357298,Bakery,"Cake, Bread, Pastry, Donut","Cobain bbrp rotinya, ya rasanya just so so lah, ga extraordinary enak."
One Eighty Bakery,"Jl. Panjang No. 17, Kebon Jeruk, Jakarta Barat",Jakarta Barat,10.00 - 22.00,10:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",3.7,81802338988,Bakery,"Cake, Bread, Pastry, Donut","Untuk egg tart nya katanya best seller disini, enak sih.. Cocok buat di pairing dengan kopinya"
Momo Paradise,"Mal Kelapa Gading 5, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00 - 24.00,10:00:00 AM, 24.00,200.000  -  500.000,"200.000,00","500.000,00","350.000,00",4.7,2145853709,Restoran,"Shabu-Shabu, Sukiyaki, Tempura, Sushi",Kayaknya Momo memang salah satu hotpot Japanese terenak di Jakarta. Ini sudah ke-4 kali nya aku makan dan selalu puas.
Chanba Private Room Grill,"Ruko Crown Golf, Blok D No. 21  -  23, Bukit Golf Mediterania Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00 - 22.00,11:00:00 AM, 22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.3,81258885006,Restoran,"Korean BBQ, Bibimbap, Kimchi, Tteokbokki","dagingnya juga langsung melted gitu dimulut, enak banget pokoknya"
Exquise Patisserie,"Jl. Boulevard Raya Blok WB2 No. 24, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00 - 21.00,8:00:00 AM, 21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.3,8174918870,Café,"Cake, Bread, Pastry, Donut","Chocolate Sponge Cake yang dilapisi blueberry cheesecake, untuk spongecakenya lembut, blueberry cheesecakenya enak dan tidak terlalu manis"
Warung Mataram,"Jl. Kelapa Hibrida Raya Blok QH12 No. 8, Kelapa Gading, Jakarta Utara",Jakarta Utara,12.00 - 20.00,12:00:00 PM, 20.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.8,8118507168,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Babat gongso nya enak, empuk, meskipun harga nya termasuk mahal tapi cita rasa nya ini otentik semarang banget."
Kopi Selamat Pagi,"Jl. Summagung III No. 17, Kelapa Gading, Jakarta Utara",Jakarta Utara,09.00 - 21.00,9:00:00 AM, 21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.3,81213140960,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Tempatnya enak, cukup nyantai, pet-friendly, awalnya datang karena rekomendasi saudara untuk ngopi"
Naughty Olive,"Bounce Street Asia, Lantai 2 Jl. Artha Gading Selatan, Kelapa Gading, Jakarta Utara",Jakarta Utara,09.00 - 21.00,9:00:00 AM, 21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.3,81287945172,Café,"Pasta, Pizza, Salad, Sandwich","Cobain iced coffee brown sugar nya enak, ga terlalu manis, pas. Almond coffee nya jg enak, ngeblend gitu."
Ramen Beast,"Ruko Beach Boulevard, Blok B No. 68 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00.22.00,11.00.22.00,,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.6,81288707142,Restoran,"Ramen, Sushi, Tempura, Donburi","Jujur cari ramen halal di PIK tu susah, nah akhirnya nemu si beast ramen ini. Tempatnya ga terlalu besar tapi tetep nyaman."
Batavia Marina  ,"Pelabuhan Sunda Kelapa Jl. Ancol Barat IV, Ancol, Jakarta Utara",Jakarta Utara,10.00 - 20.00,10:00:00 AM, 20.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.3,81322200987,Restoran,"Ikan Bakar, Cumi Goreng Tepung, Udang Saus Padang, Kepiting Rebus","Overall, enak. Pilihannya banyak. Menu utama seafood..sesuai sama tema dan lokasi restonya. Harga standard restoran di Jakarta."
NIX Kitchen & Bar,"Burza Tower, Lantai 9  -  10 Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,12.00 - 24.00,12:00:00 PM, 24.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.1,82388688688,Restoran,"Burger, Steak, Salad, Cocktail","Over all recommended buat kalian guys, tempatnya super nyaman dan menu makanannya bervariasi ada western n indonesian food, beverage nya juga bervariasi banget guys."
Ben Gong's Tea,"Ruko The Metro, Blok G8 Unit JU Jl. Mandara Permai VII, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,08.00 - 21.00,8:00:00 AM, 21.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.1,81210682399,Café,"Bubble Tea, Milk Tea, Fruit Tea, Coffee","So far my number one coconut shake in town! Their price aint lying Full, milky, and generous portion of coconut meat yayy"
The Green Door Kitchen,"Mahaka Square, Lantai Ground Jl. Kelapa Nias Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,09.00 - 20.00,9:00:00 AM, 20.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.0,2122454231,Restoran,"Pasta, Pizza, Salad, Sandwich","ntuk pastanya lumayan pricey, mulai dari Rp 150.000. Porsinya agak sedikit, tapi rasanya otentik."
Noble by Zab Thai,"Ruko Beach Boulevard, Blok B No. 23 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00 - 23.00,11:00:00 AM, 23.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.1,81388700623,Restoran,"Pad Thai, Tom Yum, Green Curry, Mango Sticky Rice","Gak usah jauh2 lagi ke Thailand, karena disini Thai Food nya juga enak dan autentik dengan harga yang affordable."
Mornington Kitchen & Coffee,"Jl. Kelapa Nias Raya Blok QB5 No. 9, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00 - 21.00,8:00:00 AM, 21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.2,81311995656,Restoran,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Setelah bingung mau ngopi dimana di daerah Kelapa Gading, kita putuskan nencoba di Mornington, tnyt tempatnya asik dan makanannya enak."
Teazzi,"Mall of Indonesia, Lantai 1 Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00 - 21.00,10:00:00 AM, 21.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.4,87889449496,Café,"Bubble Tea, Milk Tea, Fruit Tea, Coffee","Today aku nyobain tea yg hype di taiwan katanya si, overall ini aku suka banget karena rasanya bener - bener teh yang wangi gitu, Ga terlalu manis jugaaa"
Becca's Bakehouse,"Jl. Pluit Karang Barat Blok G6 No. 36, Muara Karang, Penjaringan, Jakarta Utara",Jakarta Utara,07.00 - 19.00,7:00:00 AM, 19.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.0,216697516,Café,"Cake, Bread, Pastry, Donut",Becca's Bakehouse
B'Steak Grill & Pancake,"Jl. Muara Karang Raya No. 42, Muara Karang, Penjaringan, Jakarta Utara",Jakarta Utara,10.00 - 22.00,10:00:00 AM, 22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.1,216603045,Restoran,"Beef Steak, Chicken Steak, Pancakes, Salad","B'steak tuh dari zaman SMA sampe sekarang jadi tempat comfort food kalau lagi pengen steak, karena selain rasanya enak harganya juga affordable."
Kedaiwa,"Jl. Pluit Karang Barat Blok O6 Barat No. 15B, Muara Karang, Penjaringan, Jakarta Utara",Jakarta Utara,08.00 - 19.00,8:00:00 AM, 19.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.3,2122671503,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam",jadi kmrn ini aku nemu hidden gems di muara karang nih.. japanese resto tapi affordable price bangett
Loaf Bun Korean Bakery,"Jl. Pluit Karang Indah Timur Blok B8 Timur No. 108, Muara Karang, Penjaringan, Jakarta Utara",Jakarta Utara,07.00 - 21.00,7:00:00 AM, 21.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.6,82311258920,Bakery,"Cake, Bread, Pastry, Donut","aku suka yang bluberry cheesecake, roti nya lembut dan ada cream cheese , selai blueberry. enak sih, buat sarapan pagi."
Tadaima Japanese Bakery,"Jl. Pluit Sakti Raya No. 46, Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,08.00 - 22.00,8:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.2,81585432959,Bakery,"Cake, Bread, Pastry, Donut","Rasanya enak2 dan teksturnya lembut, sedikit chewy."
Capital Bakery & Cake,"Jl. Boulevard Raya Blok I4 No. 14, Kelapa Gading, Jakarta Utara",Jakarta Utara,06.00 - 22.00,6:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.1,2124523447,Bakery,"Cake, Bread, Pastry, Donut","Balik lagi kesini untuk beli birthday cakenya. Pilihannya ada beberapa variasi, lumayan menarik, harganya juga masih ok."
OMG! Oh My Grill,"Jl. Boulevard Raya Blok QJ1 No. 18  -  19, Kelapa Gading, Jakarta Utara",Jakarat Utara,12.00 - 22.00,12:00:00 PM, 22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.1,81383222711,Restoran,"Korean BBQ, Bibimbap, Kimchi, Tteokbokki",Enak murah dikantong Karena grill nya ga sampe 130.000 itu ditambah shabu.
Rica Rico Cakery,"Emporium Pluit Mall, Lantai Lower Ground Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,10.00 - 21.00,10:00:00 AM, 21.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.4,,Bakery,"Cake, Bread, Pastry, Donut","Super lembut dan enak. Ciri khas bika ambon kenyal,empuk,tidak keras. Punya sarang yg perfect."
Boens Soes,"Jl. Kelapa Kopyor Raya Blok M1 No. 1, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00 - 18.00,8:00:00 AM, 18.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.2,8118199277,Bakery,"Cake, Bread, Pastry, Donut",Rasanya enak! dan pelayanannya juga ramah + cepat.
BUTANOYA,"Jl. Kelapa Hibrida Raya Blok RA3 No. 23, Kelapa Gading, Jakarta Utara",Jakarta Utara,09.00 - 24.00,9:00:00 AM, 24.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.3,8972412928,Restoran,"Ramen, Sushi, Tempura, Donburi","Jadi aku mampir ke Butanoya yang menjual butadon enak. Disini Ada pilihan topping daging babi, ayam dan sapi."
Tomoro Coffee,"Jl. Danau Sunter Utara No. 3A, Sunter, Jakarta Utara",Jakarta Utara,07.00 - 22.00,7:00:00 AM, 22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,81119918101,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Tempatnya cozy dan bersih, pelayanannya juga sangat ramah"
Kembang Kawung,"Jl. Kelapa Hibrida Raya Blok RB1 No. 29B, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00 - 22.00,10:00:00 AM, 22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.1,81388575271,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Makanannya sih mayan enak tp cenderung ke standart, cuminya sih enak tp nasinya agak kelembekan."
Dragon Hot Pot,"Ruko Beach Theme Park, Blok E No. 170 & 172 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00 - 21.00,11:00:00 AM, 21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.3,82113022400,Restoran,"Hot Pot, Beef, Chicken, Seafood","Yang mau makan hot pot tapi isi dan jumlahnya terserah maunya apa..!!! Ini adalah restoran yang tepat !!!  rasanya konsisten di setiap cabangnya enak, dan harga pas di kantong"
RM Pallubasa Serigala,"Jl. Boulevard Raya Blok I4 No. 6, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00 - 22.00,8:00:00 AM, 22.00,15.000  -  50.000,"15.000,00","50.000,00","32.500,00",4.1,82152328911,Restoran,"Pallubasa, Nasi Putih, Sambal, Tempe Goreng","Kuahnya medok banget dan yang terpenting, dagingnya sangat sangat empuk! Ngunyahnya jadi effortless gitu loh."
Pizza Napoletana,"Jl. Kelapa Lilin IV Blok NG9 No. 3, Kelapa Gading, Jakarta Utara",Jakarta Utara,11.30 - 20.00,11:30:00 AM, 20.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,87894036298,Restoran,"Margherita Pizza, Pepperoni Pizza, Calzone, Garlic Bread","Aku suka dengan dough dan ada smokey taste dari pizza nya.  Untuk suasana restaurant pun, nyaman, bersih dan dingin donk ya."
Lind's Ice Cream,"Ruko Gading Batavia, Blok LC9 No. 33 Jl. Gading Batavia Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00 - 20.00,10:00:00 AM, 20.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.0,8176354637,Café,"Ice Cream, Sundae, Milkshake, Sorbet",Salah satu tempat ice cream home made legend dari kota Semarang yang sudah ada sejak tahun 1986 dan aku hari ini ada kesempatan buat mencoba namanya resto & cafe ice creamnya adalah Lind's Ice Cream.
Fukumaru,"Jl. Raya Pegangsaan Dua No. 23C, Kelapa Gading, Jakarta Utara",Jakarta Utara,11.00 - 21.30,11:00:00 AM, 21.30,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,81329192299,Restoran,"Sushi, Ramen, Tempura, Donburi",Tempat yang bikin kebayang dan BM untuk makan makanan jepang.
Kohicha Cafe,"Ruko Gading Kirana, Blok A6A No. 21 Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00 - 22.00,8:00:00 AM, 22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.3,87878431807,Restoran,"Espresso, Latte, Cappuccino, Croissant, Sandwich",Saya juga sangat suka dengan varian Iced Tea dan Coffee nya. Byk bgt pilihannya.
